guid,PortraitTexture,PremiumPortraitMaterial,PremiumUberShaderAnimation,PremiumPortraitTexture,SignaturePortraitTexture,SignaturePortraitMaterial,SignatureUberShaderAnimation
DALA_Mage_HP1,HS16-480,,,,,,
DALA_Mage_HP1e,HS16-480,,,,,,
DALA_Mage_HP2,HS16-481,,,,,,
DALA_Paladin_HP1,HS16-482,,,,,,
DALA_Paladin_HP2,HS16-483,,,,,,
DALA_Priest_HP1,HS16-484,,,,,,
DALA_Priest_HP1e,HS16-484,,,,,,
DALA_Priest_HP2,HS16-485,,,,,,
DALA_Priest_HP2e,HS16-485,,,,,,
DALA_Rakanishu,HS16-357,,,,,,
DALA_Rogue_HP1,HS16-486,,,,,,
DALA_Rogue_HP2,HS16-487,,,,,,
DALA_Shaman_HP1,HS16-488,,,,,,
DALA_Shaman_HP2,HS16-489,,,,,,
DALA_Squeamlish,HS16-355,,,,,,
DALA_Tekahn,HS16-356,,,,,,
DALA_Vessina,HS16-351,,,,,,
DALA_Warlock_HP1,HS16-490,,,,,,
DALA_Warlock_HP2,HS16-491,,,,,,
DALA_Warlock_HP2t,W21_A122,,,,,,
DALA_Warrior_HP1,HS16-492,,,,,,
DALA_Warrior_HP2,HS16-493,,,,,,
DALA_Warrior_HP2t,HS14-321,,,,,,
DAL_007,HS16-038,DAL_007_PremiumCard,DAL_007_PremiumCard,,,,
DAL_008,HS16-026,DAL_008_PremiumCard,DAL_008_PremiumCard,,,,
DAL_009,HS16-060,DAL_009_PremiumCard,DAL_009_PremiumCard,HS16-060_Premium,,,
DAL_010,HS16-074,DAL_010_PremiumCard,DAL_010_PremiumCard,HS16-074_Premium,,,
DAL_011,HS16-144,DAL_011_PremiumCard,DAL_011_PremiumCard,HS16-144_Premium,,,
DAL_030,HS16-142,DAL_030_PremiumCard,DAL_030_PremiumCard,HS16-142_Premium,,,
DAL_039,HS16-059,DAL_039_PremiumCard,DAL_039_PremiumCard,HS16-059,,,
DAL_040,HS16-058,DAL_040_PremiumCard,DAL_040_PremiumCard,HS16-058,,,
DAL_047,HS16-003,DAL_047_PremiumCard,DAL_047_PremiumCard,HS16-003,,,
DAL_049,HS16-028,DAL_049_PremiumCard,DAL_049_PremiumCard,HS16-028,,,
DAL_052,HS16-018,DAL_052_PremiumCard,DAL_052_PremiumCard,HS16-018_Premium,,,
DAL_058,HS16-155,DAL_058_PremiumCard,DAL_058_PremiumCard,HS16-155_Premium,,,
DAL_059,HS16-061,DAL_059_PremiumCard,DAL_059_PremiumCard,HS16-061_Premium,,,
DAL_060,HS16-033,DAL_060_PremiumCard,DAL_060_PremiumCard,HS16-033_Premium,,,
DAL_062,HS16-150,DAL_062_PremiumCard,DAL_062_PremiumCard,,,,
DAL_063,HS16-001,DAL_063_PremiumCard,DAL_063_PremiumCard,HS16-001_Premium,,,
DAL_064,HS16-020,DAL_064_PremiumCard,DAL_064_PremiumCard,,,,
DAL_065,HS16-143,DAL_065_PremiumCard,DAL_065_PremiumCard,HS16-143_Premium,,,
DAL_070,HS16-088,DAL_070_PremiumCard,DAL_070_PremiumCard,HS16-088_premium,,,
DAL_071,HS16-146,DAL_071_PremiumCard,DAL_071_PremiumCard,HS16-146_Premium,,,
DAL_077,HS16-029,DAL_077_PremiumCard,DAL_077_PremiumCard,HS16-029_Premium,,,
DAL_078,HS16-041,DAL_078_PremiumCard,DAL_078_PremiumCard,HS16-041_Premium,,,
DAL_081,HS16-156,DAL_081_PremiumCard,DAL_081_PremiumCard,HS16-156_Premium,,,
DAL_085,HS16-027,DAL_085_PremiumCard,DAL_085_PremiumCard,,,,
DAL_086,HS16-051,DAL_086_PremiumCard,DAL_086_PremiumCard,HS16-051,,,
DAL_087,HS16-163,DAL_087_PremiumCard,DAL_087_PremiumCard,HS16-163_Premium,,,
DAL_087t,HS16-164,DAL_087t_PremiumCard,DAL_087t_PremiumCard,HS16-164_Premium,,,
DAL_088,HS16-070,DAL_088_PremiumCard,DAL_088_PremiumCard,HS16-070,,,
DAL_088t2,HS16-071,DAL_088t2_PremiumCard,DAL_088t2_PremiumCard,HS16-071,,,
DAL_089,HS16-152,DAL_089_PremiumCard,DAL_089_PremiumCard,,,,
DAL_090,HS16-053,DAL_090_PremiumCard,DAL_090_PremiumCard,HS16-053_Premium,,,
DAL_092,HS16-002,DAL_092_PremiumCard,DAL_092_PremiumCard,HS16-002,,,
DAL_095,HS16-047,DAL_095_PremiumCard,DAL_095_PremiumCard,HS16-047,,,
DAL_096,HS16-010,DAL_096_PremiumCard,DAL_096_PremiumCard,,,,
DAL_141,HS16-115,DAL_141_PremiumCard,DAL_141_PremiumCard,HS16-115,,,
DAL_141ts,HS16-115,DAL_141_PremiumCard,DAL_141_PremiumCard,,,,
DAL_146,HS16-013,DAL_146_PremiumCard,DAL_146_PremiumCard,HS16-013_Premium,,,
DAL_146t,HS16-014,DAL_146t_PremiumCard,DAL_146t_PremiumCard,HS16-014_Premium,,,
DAL_147,HS16-117,DAL_147_PremiumCard,DAL_147_PremiumCard,HS16-117,,,
DAL_163,HS16-063,DAL_163_PremiumCard,DAL_163_PremiumCard,,,,
DAL_173,HS16-139,DAL_173_PremiumCard,DAL_173_PremiumCard,HS16-139_Premium,,,
DAL_177,HS16-124,DAL_177_PremiumCard,DAL_177_PremiumCard,HS16-124_Premium,,,
DAL_177ts,HS16-124,DAL_177_PremiumCard,DAL_177_PremiumCard,,,,
DAL_182,HS16-032,DAL_182_PremiumCard,DAL_182_PremiumCard,HS16-032_Premium,,,
DAL_185,HS16-136,DAL_185_PremiumCard,DAL_185_PremiumCard,HS16-136_Premium,,,
DAL_256,HS16-100,DAL_256_PremiumCard,DAL_256_PremiumCard,,,,
DAL_256t2,HS16-101,DAL_256t2_PremiumCard,DAL_256t2_PremiumCard,,,,
DAL_256ts,HS16-100,DAL_256_PremiumCard,DAL_256_PremiumCard,,,,
DAL_350,HS16-090,DAL_350_PremiumCard,DAL_350_PremiumCard,HS16-090,,,
DAL_350a,HS16-091,DAL_350a_PremiumCard,DAL_350a_PremiumCard,HS16-091_Premium,,,
DAL_350b,HS16-092,DAL_350b_PremiumCard,DAL_350b_PremiumCard,HS16-092_Premium,,,
DAL_351,HS16-093,DAL_351_PremiumCard,DAL_351_PremiumCard,HS16-093,,,
DAL_351e,HS16-093,,,,,,
DAL_351ts,HS16-093,DAL_351_PremiumCard,DAL_351_PremiumCard,,,,
DAL_352,HS16-102,DAL_352_PremiumCard,DAL_352_PremiumCard,HS16-102,,,
DAL_354,HS16-094,DAL_354_PremiumCard,DAL_354_PremiumCard,HS16-094,,,
DAL_354t,HS16-095,DAL_354t_PremiumCard,DAL_354t_PremiumCard,HS16-095_Premium,,,
DAL_355,HS16-096,DAL_355_PremiumCard,DAL_355_PremiumCard,,,,
DAL_357,HS16-103,DAL_357_PremiumCard,DAL_357_PremiumCard,,,,
DAL_357t,HS16-103,DAL_357_PremiumCard,DAL_357_PremiumCard,HS16-103,,,
DAL_366,HS16-130,DAL_366_PremiumCard,DAL_366_PremiumCard,HS16-130,,,
DAL_366t1,HS16-134,DAL_366t1_PremiumCard,DAL_366t1_PremiumCard,HS16-134,,,
DAL_366t2,HS16-133,DAL_366t2_PremiumCard,DAL_366t2_PremiumCard,HS16-133,,,
DAL_366t3,HS16-132,DAL_366t3_PremiumCard,DAL_366t3_PremiumCard,HS16-132,,,
DAL_366t4,HS16-131,DAL_366t4_PremiumCard,DAL_366t4_PremiumCard,HS16-131,,,
DAL_371,HS16-040,DAL_371_PremiumCard,DAL_371_PremiumCard,HS16-040_Premium,,,
DAL_372,HS16-110,DAL_372_PremiumCard,DAL_372_PremiumCard,HS16-110_Premium,,,
DAL_373,HS16-105,DAL_373_PremiumCard,DAL_373_PremiumCard,HS16-105_Premium,,,
DAL_373ts,HS16-105,DAL_373_PremiumCard,DAL_373_PremiumCard,HS16-105_Premium,,,
DAL_376,HS16-112,DAL_376_PremiumCard,DAL_376_PremiumCard,HS16-112,,,
DAL_377,HS16-108,DAL_377_PremiumCard,DAL_377_PremiumCard,HS16-108_Premium,,,
DAL_378,HS16-106,DAL_378_PremiumCard,DAL_378_PremiumCard,HS16-106_Premium,,,
DAL_378t1,HS16-107,DAL_378t1_PremiumCard,DAL_378t1_PremiumCard,HS16-107_Premium,,,
DAL_378ts,HS16-106,DAL_378_PremiumCard,DAL_378_PremiumCard,HS16-106_Premium,,,
DAL_379,HS16-113,DAL_379_PremiumCard,DAL_379_PremiumCard,HS16-113_Premium,,,
DAL_379t,HS16-114,DAL_379t_PremiumCard,DAL_379t_PremiumCard,HS16-114_Premium,,,
DAL_400,HS16-030,DAL_400_PremiumCard,DAL_400_PremiumCard,HS16-030_Premium,,,
DAL_413,HS16-069,HS16-069_PremiumCard,HS16-069_PremiumCard,HS16-069,,,
DAL_415,HS16-129,DAL_415_PremiumCard,DAL_415_PremiumCard,HS16-129,,,
DAL_416,HS16-078,DAL_416_PremiumCard,DAL_416_PremiumCard,HS16-078,,,
DAL_417,HS16-052,DAL_417_PremiumCard,DAL_417_PremiumCard,,,,
DAL_422,HS16-141,DAL_422_PremiumCard,DAL_422_PremiumCard,HS16-141_Premium,,,
DAL_431,HS16-147,DAL_431_PremiumCard,DAL_431_PremiumCard,HS16-147_Premium,,,
DAL_431t,HS16-148,DAL_431t_PremiumCard,DAL_431t_PremiumCard,HS16-148_Premium,,,
DAL_432,HS16-024,DAL_432_PremiumCard,DAL_432_PremiumCard,HS16-024_Premium,,,
DAL_433,HS16-006,DAL_433_PremiumCard,DAL_433_PremiumCard,HS16-006_Premium,,,
DAL_434,HS16-157,DAL_434_PremiumCard,DAL_434_PremiumCard,HS16-157,,,
DAL_538,HS16-165,DAL_538_PremiumCard,DAL_538_PremiumCard,,,,
DAL_539,HS16-037,DAL_539_PremiumCard,DAL_539_PremiumCard,HS16-037,,,
DAL_544,HS16-062,DAL_544_PremiumCard,DAL_544_PremiumCard,,,,
DAL_546,HS16-169,DAL_546_PremiumCard,DAL_546_PremiumCard,HS16-169_Premium,,,
DAL_548,HS16-166,DAL_548_PremiumCard,DAL_548_PremiumCard,,,,
DAL_550,HS16-072,DAL_550_PremiumCard,DAL_550_PremiumCard,,,,
DAL_551,HS16-035,DAL_551_PremiumCard,DAL_551_PremiumCard,HS16-035_Premium,,,
DAL_553,HS16-076,DAL_553_PremiumCard,DAL_553_PremiumCard,HS16-076_Premium,,,
DAL_554,HS16-042,DAL_554_PremiumCard,DAL_554_PremiumCard,,,,
DAL_554t,HS16-043,DAL_554t_PremiumCard,DAL_554t_PremiumCard,,,,
DAL_558,HS16-073,DAL_558_PremiumCard,DAL_558_PremiumCard,HS16-073_Premium,,,
DAL_560,HS16-036,DAL_560_PremiumCard,DAL_560_PremiumCard,HS16-036_Premium,,,
DAL_561,HS16-056,DAL_561_PremiumCard,DAL_561_PremiumCard,HS16-056_Premium,,,
DAL_563,HS16-140,DAL_563_PremiumCard,DAL_563_PremiumCard,HS16-140_Premium,,,
DAL_565,HS16-167,DAL_565_PremiumCard,DAL_565_PremiumCard,HS16-167_Premium,,,
DAL_566,HS16-011,DAL_566_PremiumCard,DAL_566_PremiumCard,HS16-011_Premium,,,
DAL_566t,HS16-012,DAL_566t_PremiumCard,DAL_566t_PremiumCard,,,,
DAL_568,HS16-116,DAL_568_PremiumCard,DAL_568_PremiumCard,HS16-116,,,
DAL_568ts,HS16-116,DAL_568_PremiumCard,DAL_568_PremiumCard,HS16-116,,,
DAL_570,HS16-118,DAL_570_PremiumCard,DAL_570_PremiumCard,HS16-118_Premium,,,
DAL_571,HS16-077,DAL_571_PremiumCard,DAL_571_PremiumCard,HS16-077,,,
DAL_573,HS16-121,DAL_573_PremiumCard,DAL_573_PremiumCard,HS16-121,,,
DAL_575,HS16-127,DAL_575_PremiumCard,DAL_575_PremiumCard,,,,
DAL_576,HS16-064,DAL_576_PremiumCard,DAL_576_PremiumCard,HS16-064,,,
DAL_577,HS16-125,DAL_577_PremiumCard,DAL_577_PremiumCard,HS16-125_Premium,,,
DAL_577ts,HS16-125,DAL_577_PremiumCard,DAL_577_PremiumCard,HS16-125_Premium,,,
DAL_578,HS16-126,DAL_578_PremiumCard,DAL_578_PremiumCard,HS16-126,,,
DAL_579p,TEMP_BlueLeyline,,,,,,
DAL_581,HS16-122,DAL_581_PremiumCard,DAL_581_PremiumCard,HS16-122,,,
DAL_582,HS16-158,DAL_582_PremiumCard,DAL_582_PremiumCard,HS16-158_Premium,,,
DAL_582t,HS16-159,DAL_582t_PremiumCard,DAL_582t_PremiumCard,HS16-159_Premium,,,
DAL_582t2,HS16-160,DAL_582t2_PremiumCard,DAL_582t2_PremiumCard,HS16-160_Premium,,,
DAL_587,HS16-109,DAL_587_PremiumCard,DAL_587_PremiumCard,HS16-109_Premium,,,
DAL_589,HS16-111,DAL_589_PremiumCard,DAL_589_PremiumCard,,,,
DAL_592,HS16-019,DAL_592_PremiumCard,DAL_592_PremiumCard,,,,
DAL_602,HS16-138,DAL_602_PremiumCard,DAL_602_PremiumCard,HS16-138_Premium,,,
DAL_603,HS16-057,DAL_603_PremiumCard,DAL_603_PremiumCard,HS16-057_Premium,,,
DAL_604,HS16-004,DAL_604_PremiumCard,DAL_604_PremiumCard,HS16-004,,,
DAL_605,HS16-039,DAL_605_PremiumCard,DAL_605_PremiumCard,,,,
DAL_606,HS16-137,DAL_606_PremiumCard,DAL_606_PremiumCard,,,,
DAL_607,HS16-049,DAL_607_PremiumCard,DAL_607_PremiumCard,,,,
DAL_608,HS16-123,DAL_608_PremiumCard,DAL_608_PremiumCard,HS16-123_Premium,,,
DAL_609,HS16-128,DAL_609_PremiumCard,DAL_609_PremiumCard,HS16-128_Premium,,,
DAL_613,HS16-086,DAL_613_PremiumCard,DAL_613_PremiumCard,HS16-086_Premium,,,
DAL_614,HS16-087,DAL_614_PremiumCard,DAL_614_PremiumCard,,,,
DAL_615,HS16-085,DAL_615_PremiumCard,DAL_615_PremiumCard,HS16-085_Premium,,,
DAL_710,HS16-044,DAL_710_PremiumCard,DAL_710_PremiumCard,,,,
DAL_714,HS16-080,DAL_714_PremiumCard,DAL_714_PremiumCard,HS16-080,,,
DAL_716,HS16-065,DAL_716_PremiumCard,DAL_716_PremiumCard,HS16-065_Premium,,,
DAL_719,HS16-075,DAL_719_PremiumCard,DAL_719_PremiumCard,,,,
DAL_720,HS16-135,DAL_720_PremiumCard,DAL_720_PremiumCard,,,,
DAL_721,HS16-022,DAL_721_PremiumCard,DAL_721_PremiumCard,HS16-022_Premium,,,
DAL_723,HS16-050,DAL_723_PremiumCard,DAL_723_PremiumCard,HS16-050_Premium,,,
DAL_724,HS16-015,DAL_724_PremiumCard,DAL_724_PremiumCard,HS16-015,,,
DAL_726,HS16-082,DAL_726_PremiumCard,DAL_726_PremiumCard,HS16-082_Premium,,,
DAL_727,HS16-120,DAL_727_PremiumCard,DAL_727_PremiumCard,HS16-120,,,
DAL_728,HS16-023,DAL_728_PremiumCard,DAL_728_PremiumCard,HS16-023_Premium,,,
DAL_729,HS16-145,DAL_729_PremiumCard,DAL_729_PremiumCard,,,,
DAL_731,HS16-119,DAL_731_PremiumCard,DAL_731_PremiumCard,HS16-119_Premium,,,
DAL_732,HS16-104,DAL_732_PremiumCard,DAL_732_PremiumCard,HS16-104_Premium,,,
DAL_733,HS16-097,DAL_733_PremiumCard,DAL_733_PremiumCard,,,,
DAL_733t,HS16-098,DAL_733t_PremiumCard,DAL_733t_PremiumCard,HS16-098_Premium,,,
DAL_735,HS16-066,DAL_735_PremiumCard,DAL_735_PremiumCard,HS16-066_Premium,,,
DAL_736,HS16-170,DAL_736_PremiumCard,DAL_736_PremiumCard,HS16-170_Premium,,,
DAL_739,HS16-084,DAL_739_PremiumCard,DAL_739_PremiumCard,HS16-084_Premium,,,
DAL_741,HS16-083,DAL_741_PremiumCard,DAL_741_PremiumCard,HS16-083,,,
DAL_742,HS15-163,DAL_742_PremiumCard,DAL_742_PremiumCard,HS15-163_Premium,,,
DAL_743,HS16-007,DAL_743_PremiumCard,DAL_743_PremiumCard,HS16-007_Premium,,,
DAL_743t,HS16-008,DAL_743t_PremiumCard,DAL_743t_PremiumCard,,,,
DAL_744,HS16-153,DAL_744_PremiumCard,DAL_744_PremiumCard,HS16-153_Premium,,,
DAL_747,HS16-045,DAL_747_PremiumCard,DAL_747_PremiumCard,HS16-045_Premium,,,
DAL_747t,HS16-046,DAL_747t_PremiumCard,DAL_747t_PremiumCard,HS16-046_Premium,,,
DAL_748,HS16-054,DAL_748_PremiumCard,DAL_748_PremiumCard,HS16-054_Premium,,,
DAL_749,HS16-048,DAL_749_PremiumCard,DAL_749_PremiumCard,HS16-048_Premium,,,
DAL_751,HS16-067,DAL_751_PremiumCard,DAL_751_PremiumCard,,,,
DAL_751t,HS16-068,DAL_751t_PremiumCard,DAL_751t_PremiumCard,HS16-068,,,
DAL_752,HS16-224,DAL_752_PremiumCard,DAL_752_PremiumCard,HS16-224_Premium,,,
DAL_759,HS16-025,DAL_759_PremiumCard,DAL_759_PremiumCard,,,,
DAL_760,HS16-154,DAL_760_PremiumCard,DAL_760_PremiumCard,HS16-154_Premium,,,
DAL_769,HS16-149,DAL_769_PremiumCard,DAL_769_PremiumCard,HS16-149_Premium,,,
DAL_770,HS14-199,BOT_296_PremiumCard,BOT_296_PremiumCard,HS14-199_M_Premium,,,
DAL_771,HS16-021,DAL_771_PremiumCard,DAL_771_PremiumCard,HS16-021,,,
DAL_773,HS16-031,DAL_773_PremiumCard,DAL_773_PremiumCard,HS16-031_Premium,,,
DAL_774,HS16-161,DAL_774_PremiumCard,DAL_774_PremiumCard,HS16-161_Premium,,,
DAL_775,HS16-009,DAL_775_PremiumCard,DAL_775_PremiumCard,HS16-009_Premium,,,
DAL_799,HS16-099,DAL_799_PremiumCard,DAL_799_PremiumCard,,,,
DAL_800,HS17-251,DAL_800_PremiumCard,DAL_800_PremiumCard,HS17-251_Premium,,,
DAL_800h,HS17-252_H,DAL_800h_PremiumCard,DAL_800h_PremiumCard,HS17-251_Premium,,,
DAL_COIN,HS23-243_S,DAL_COIN_PremiumCard,DAL_COIN_PremiumCard,HS23-243_S_Premium,,,
DED_001,HS23-185_M,DED_001_PremiumCard,DED_001_PremiumCard,,,,
DED_001a,HS23-186_M,DED_001a_PremiumCard,DED_001a_PremiumCard,,,,
DED_001at,HS23-186_M,DED_001a_PremiumCard,DED_001a_PremiumCard,,,,
DED_001b,HS23-187_M,DED_001b_PremiumCard,DED_001b_PremiumCard,HS23-187_M_Premium,,,
DED_001bt,HS23-187_M,DED_001b_PremiumCard,DED_001b_PremiumCard,HS23-187_M_Premium,,,
DED_001c,HS23-188_M,DED_001c_PremiumCard,DED_001c_PremiumCard,HS23-188_M_Premium,,,
DED_002,HS23-189_S,DED_002_PremiumCard,DED_002_PremiumCard,HS23-189_S_Premium,,,
DED_003,HS23-190_M,DED_003_PremiumCard,DED_003_PremiumCard,HS23-190_M_Premium,,,
DED_004,HS23-114_W,DED_004_PremiumCard,DED_004_PremiumCard,,,,
DED_005,HS23-115_S,DED_005_PremiumCard,DED_005_PremiumCard,HS23-115_S_Premium,,,
DED_006,HS23-238_M,DED_006_PremiumCard,DED_006_PremiumCard,,,,
DED_007,HS23-210_M,DED_007_PremiumCard,DED_007_PremiumCard,HS23-210_M_Premium,,,
DED_008,HS23-211_M,DED_008_PremiumCard,DED_008_PremiumCard,HS23-211_M_Premium,,,
DED_009,HS23-212_S,DED_009_PremiumCard,DED_009_PremiumCard,HS23-212_S_Premium,,,
DED_500,HS23-168_M,DED_500_PremiumCard,DED_500_PremiumCard,,,,
DED_501,HS23-169_M,DED_501_PremiumCard,DED_501_PremiumCard,HS23-169_M_Premium,,,
DED_502,HS23-170_S,DED_502_PremiumCard,DED_502_PremiumCard,HS23-170_S_Premium,,,
DED_503,HS23-197_M,DED_503_PremiumCard,DED_503_PremiumCard,HS23-197_M_Premium,,,
DED_504,HS23-198_S,DED_504_PremiumCard,DED_504_PremiumCard,HS23-198_S_Premium,,,
DED_505,HS23-199_M,DED_505_PremiumCard,DED_505_PremiumCard,HS23-199_M_Premium,,,
DED_506,HS23-219_S,DED_506_PremiumCard,DED_506_PremiumCard,HS23-219_S_Premium,,,
DED_507,HS23-220_M,DED_507_PremiumCard,DED_507_PremiumCard,HS23-220_M_Premium,,,
DED_508,HS23-221_S,DED_508_PremiumCard,DED_508_PremiumCard,HS23-221_S_Premium,,,
DED_509,HS23-134_M,DED_509_PremiumCard,DED_509_PremiumCard,HS23-134_M_Premium,,,
DED_510,HS23-116_M,DED_510_PremiumCard,DED_510_PremiumCard,,,,
DED_511,HS23-135_M,DED_511_PremiumCard,DED_511_PremiumCard,HS23-135_M_Premium,,,
DED_512,HS23-144_S,DED_512_PremiumCard,DED_512_PremiumCard,,,,
DED_513,HS23-145_M,DED_513_PremiumCard,DED_513_PremiumCard,HS23-145_M_Premium,,,
DED_514,HS23-146_M,DED_514_PremiumCard,DED_514_PremiumCard,HS23-146_M_Premium,,,
DED_515,HS23-122_M,DED_515_PremiumCard,DED_515_PremiumCard,HS23-122_M_Premium,,,
DED_516,HS23-123_M,DED_516_PremiumCard,DED_516_PremiumCard,HS23-123_M_Premium,,,
DED_517,HS23-124_S,DED_517_PremiumCard,DED_517_PremiumCard,HS23-124_S_Premium,,,
DED_517t,HS23-125_M,DED_517t_PremiumCard,DED_517t_PremiumCard,HS23-125_M_Premium,,,
DED_518,HS23-157_S,DED_518_PremiumCard,DED_518_PremiumCard,HS23-157_S_Premium,,,
DED_519,HS23-158_M,DED_519_PremiumCard,DED_519_PremiumCard,HS23-158_M_Premium,,,
DED_521,HS23-236_M,DED_521_PremiumCard,DED_521_PremiumCard,HS23-236_M_Premium,,,
DED_522,HS23-136_M,DED_522_PremiumCard,DED_522_PremiumCard,HS23-136_M_Premium,,,
DED_522t,HS23-137_W,DED_522t_PremiumCard,DED_522t_PremiumCard,HS23-137_W_Premium,,,
DED_523,HS23-234_M,DED_523_PremiumCard,DED_523_PremiumCard,HS23-234_M_Premium,,,
DED_524,HS23-235_M,DED_524_PremiumCard,DED_524_PremiumCard,HS23-235_M_Premium,,,
DED_525,HS23-237_M,DED_525_PremiumCard,DED_525_PremiumCard,HS23-237_M_Premium,,,
DED_527,HS23-150_W,DED_527_PremiumCard,DED_527_PremiumCard,HS23-150_W_Premium,,,
DH_Prologue_CS2_057,W7_037_D,CS2_057_PremiumCard_new,,,,,
DH_Prologue_EX1_277,W5_247_D,EX1_277_PremiumCard_new,,,,,
DMF_002,HS21-104,DMF_002_PremiumCard,DMF_002_PremiumCard,HS21-104_Premium,,,
DMF_004,HS21-105,DMF_004_PremiumCard,DMF_004_PremiumCard,HS21-105_Premium,,,
DMF_004t1,HS21-184,DMF_004t1_PremiumCard,DMF_004t1_PremiumCard,HS21-184_Premium,,,
DMF_004t2,HS21-185,DMF_004t2_PremiumCard,DMF_004t2_PremiumCard,HS21-185_Premium,,,
DMF_004t3,HS21-186,DMF_004t3_PremiumCard,DMF_004t3_PremiumCard,HS21-186_Premium,,,
DMF_004t4,HS21-187,DMF_004t4_PremiumCard,DMF_004t4_PremiumCard,HS21-187_Premium,,,
DMF_004t5,HS21-188,DMF_004t5_PremiumCard,DMF_004t5_PremiumCard,HS21-188_Premium,,,
DMF_004t6,HS21-189,DMF_004t6_PremiumCard,DMF_004t6_PremiumCard,HS21-189_Premium,,,
DMF_044,HS21-173,DMF_044_PremiumCard,DMF_044_PremiumCard,HS21-173_Premium,,,
DMF_053,HS21-150,DMF_053_PremiumCard,DMF_053_PremiumCard,HS21-150_Premium,,,
DMF_054,HS21-146,DMF_054_PremiumCard,DMF_054_PremiumCard,HS21-146_Premium,,,
DMF_054t,HS21-147,DMF_054t_PremiumCard,DMF_054t_PremiumCard,HS21-147_Premium,,,
DMF_055,HS21-045,DMF_055_PremiumCard,DMF_055_PremiumCard,,,,
DMF_056,HS21-046,DMF_056_PremiumCard,DMF_056_PremiumCard,HS21-046_Premium,,,
DMF_057,HS21-069,DMF_057_PremiumCard,DMF_057_PremiumCard,HS21-069_Premium,,,
DMF_058,HS21-070,DMF_058_PremiumCard,DMF_058_PremiumCard,HS21-070_Premium,,,
DMF_059,HS21-071,DMF_059_PremiumCard,DMF_059_PremiumCard,HS21-071_Premium,,,
DMF_060,HS21-164,DMF_060_PremiumCard,DMF_060_PremiumCard,HS21-164_Premium,,,
DMF_061,HS21-064,DMF_061_PremiumCard,DMF_061_PremiumCard,HS21-064_Premium,,,
DMF_061a,HS21-065,DMF_061a_PremiumCard,DMF_061a_PremiumCard,HS21-065_Premium,,,
DMF_061b,HS21-066,DMF_061b_PremiumCard,DMF_061b_PremiumCard,HS21-066_Premium,,,
DMF_061t,HS21-067,DMF_061t_PremiumCard,DMF_061t_PremiumCard,HS21-067_Premium,,,
DMF_061t2,HS21-068,DMF_061t2_PremiumCard,DMF_061t2_PremiumCard,,,,
DMF_062,HS21-179,DMF_062_PremiumCard,DMF_062_PremiumCard,HS21-179_Premium,,,
DMF_064,HS21-054,DMF_064_PremiumCard,DMF_064_PremiumCard,HS21-054_Premium,,,
DMF_064t,HS21-055,DMF_064t_PremiumCard,DMF_064t_PremiumCard,HS21-055_Premium,,,
DMF_065,HS21-086,DMF_065_PremiumCard,DMF_065_PremiumCard,HS21-086_Premium,,,
DMF_066,HS21-087,DMF_066_PremiumCard,DMF_066_PremiumCard,,,,
DMF_067,HS21-088,DMF_067_PremiumCard,DMF_067_PremiumCard,HS21-088_Premium,,,
DMF_068,HS21-171,DMF_068_PremiumCard,DMF_068_PremiumCard,HS21-171_Premium,,,
DMF_069,HS21-174,DMF_069_PremiumCard,DMF_069_PremiumCard,HS21-174_Premium,,,
DMF_070,HS21-093,DMF_070_PremiumCard,DMF_070_PremiumCard,,,,
DMF_071,HS21-083,DMF_071_PremiumCard,DMF_071_PremiumCard,,,,
DMF_073,HS21-175,DMF_073_PremiumCard,DMF_073_PremiumCard,,,,
DMF_073t,HS21-176,DMF_073t_PremiumCard,DMF_073t_PremiumCard,,,,
DMF_074,HS21-190,DMF_074_PremiumCard,DMF_074_PremiumCard,HS21-190_Premium,,,
DMF_074a,HS16-433A_S,DMF_074a_PremiumCard,DMF_074a_PremiumCard,HS16-433A_S_Premium,,,
DMF_074b,HS16-433B_S,DMF_074b_PremiumCard,DMF_074b_PremiumCard,HS16-433B_S_Premium,,,
DMF_075,HS21-072,DMF_075_PremiumCard,DMF_075_PremiumCard,HS21-072_Premium,,,
DMF_075a,HS21-282_S1,DMF_075a_PremiumCard,DMF_075a_PremiumCard,HS21-282_S1_Premium,,,
DMF_075a2,HS21-282_S,DMF_075a2_PremiumCard,DMF_075a2_PremiumCard,HS21-282_S_Premium,,,
DMF_078,HS21-094,DMF_078_PremiumCard,DMF_078_PremiumCard,HS21-094_Premium,,,
DMF_078t,HS21-095,DMF_078t_PremiumCard,DMF_078t_PremiumCard,HS21-095_Premium,,,
DMF_079,HS21-096,DMF_079_PremiumCard,DMF_079_PremiumCard,,,,
DMF_080,HS21-097,DMF_080_PremiumCard,DMF_080_PremiumCard,HS21-097_Premium,,,
DMF_080t,HS21-098,DMF_080t_PremiumCard,DMF_080t_PremiumCard,,,,
DMF_081,HS21-102,DMF_081_PremiumCard,DMF_081_PremiumCard,HS21-102_Premium,,,
DMF_082,HS21-099,DMF_082_PremiumCard,DMF_082_PremiumCard,HS21-099_Premium,,,
DMF_082t,HS21-100,DMF_082t_PremiumCard,DMF_082t_PremiumCard,HS21-100_Premium,,,
DMF_083,HS21-030,DMF_083_PremiumCard,DMF_083_PremiumCard,HS21-030_Premium,,,
DMF_083t,HS21-031,DMF_083t_PremiumCard,DMF_083t_PremiumCard,HS21-031_Premium,,,
