guid,dbfid,cardname
DAL_378ts,54145,Unleash the Beast
DAL_379,52091,Vereesa Windrunner
DAL_379e,52093,Stars' Fury
DAL_379t,54157,"Thori'dal, the Stars' Fury"
DAL_400,51380,EVIL Cable Rat
DAL_413,52109,EVIL Conscripter
DAL_415,52111,EVIL Miscreant
DAL_416,52112,Hench-Clan Burglar
DAL_417,52114,Heistbaron Togwaggle
DAL_422,52119,Arch-Villain Rafaam
DAL_431,52409,Swampqueen Hagatha
DAL_431t,52812,Drustvar Horror
DAL_432,52421,Witch's Brew
DAL_433,52422,Sludge Slurper
DAL_434,52654,Arcane Watcher
DAL_538,52306,Unseen Saboteur
DAL_539,52307,Sunreaver Warmage
DAL_544,52312,Potion Vendor
DAL_546,52413,Barista Lynchen
DAL_548,52415,Azerite Elemental
DAL_548e,52427,Arcane Expansion
DAL_550,52417,Underbelly Ooze
DAL_551,52418,Proud Defender
DAL_553,52420,Big Bad Archmage
DAL_554,52434,Chef Nomi
DAL_554t,53310,Greasefire Elemental
DAL_558,52438,Archmage Vargoth
DAL_560,52479,Heroic Innkeeper
DAL_560e2,53014,Protect the Brews!
DAL_561,52480,Jumbo Imp
DAL_561e,55877,Imp-onomical
DAL_563,52482,Eager Underling
DAL_563e,56204,Power of EVIL
DAL_565,52486,Portal Overfiend
DAL_566,52487,Eccentric Scribe
DAL_566t,52827,Vengeful Scroll
DAL_568,52490,Lightforged Blessing
DAL_568e,55982,Lightforged Blessing
DAL_568ts,54189,Lightforged Blessing
DAL_570,52494,Never Surrender!
DAL_570e,52495,Never Surrender!
DAL_571,52496,Mysterious Blade
DAL_571e,55876,Mysterious
DAL_573,52500,Commander Rhyssa
DAL_575,52502,Khadgar
DAL_576,52638,Kirin Tor Tricaster
DAL_576e,53937,Kirin Tor's Curse
DAL_577,52639,Ray of Frost
DAL_577ts,54193,Ray of Frost
DAL_578,52640,Power of Creation
DAL_579p,52643,Cobalt Leyline
DAL_581,52685,Nozari
DAL_582,52707,Portal Keeper
DAL_582t,52709,Felhound Portal
DAL_582t2,52710,Felhound
DAL_587,52894,Shimmerfly
DAL_589,53099,Hunting Party
DAL_589e,53100,Hunting Party
DAL_592,53251,Batterhead
DAL_602,52698,Plot Twist
DAL_603,52706,Mana Cyclone
DAL_604,52790,Ursatron
DAL_605,52871,Impferno
DAL_605e,52874,Imptastic
DAL_606,52872,EVIL Genius
DAL_607,52873,Fel Lord Betrug
DAL_607e,52657,Fleeting Fel
DAL_608,52991,Magic Trick
DAL_609,53002,Kalecgos
DAL_609e,57805,Aspect's Magic
DAL_613,53160,Faceless Lackey
DAL_614,53161,Kobold Lackey
DAL_615,53162,Witchy Lackey
DAL_710,52468,Soul of the Murloc
DAL_710e,52549,Soul of the Murloc
DAL_714,52603,Underbelly Fence
DAL_714e,52646,Street Smarts
DAL_716,52606,Vendetta
DAL_719,52616,Tak Nozwhisker
DAL_720,52617,Waggle Pick
DAL_721,52627,Catrina Muerte
DAL_723,52632,Forbidden Words
DAL_724,52633,Mass Resurrection
DAL_726,52636,Scargil
DAL_726e,56229,Scargil's Blessing
DAL_727,52660,Call to Adventure
DAL_727e,52661,Heroic
DAL_728,52679,Daring Escape
DAL_729,52715,Madame Lazul
DAL_731,52742,Duel!
DAL_732,52809,Keeper Stalladris
DAL_733,52810,Dreamway Guardians
DAL_733t,52839,Crystal Dryad
DAL_735,52866,Dalaran Librarian
DAL_736,52870,Archivist Elysiana
DAL_739,52897,Goblin Lackey
DAL_739e,52898,Short Fuse
DAL_741,52900,Ethereal Lackey
DAL_742,52902,Whirlwind Tempest
DAL_742e,52903,Whirling
DAL_743,52935,Hench-Clan Hogsteed
DAL_743t,53202,Hench-Clan Squire
DAL_744,52936,Faceless Rager
DAL_744e,52937,Familiar Faces
DAL_747,52940,Flight Master
DAL_747t,52941,Gryphon
DAL_748,52942,Mana Reservoir
DAL_749,52943,Recurring Villain
DAL_751,52950,Mad Summoner
DAL_751t,53305,Imp
DAL_752,52954,Jepetto Joybuzz
DAL_752e,53177,Toy-sized
DAL_752e2,53304,On Sale
DAL_759,53104,Vicious Scraphound
DAL_760,53024,Burly Shovelfist
DAL_769,53124,Improve Morale
DAL_770,53138,Omega Devastator
DAL_771,53171,Soldier of Fortune
DAL_773,53173,Magic Carpet
DAL_773e,53176,Flying High
DAL_774,53218,Exotic Mountseller
DAL_775,53249,Tunnel Blaster
DAL_799,53179,Crystal Stag
DAL_800,56047,"Zayle, Shadow Cloak"
DAL_800h,56963,"Zayle, Shadow Cloak"
DAL_COIN,73372,The Coin
DED_001,65580,Druid of the Reef
DED_001a,65581,Shark Form
DED_001at,65586,Druid of the Reef
DED_001b,65582,Sea Turtle Form
DED_001bt,65587,Druid of the Reef
DED_001c,65588,Druid of the Reef
DED_002,65583,Moonlit Guidance
DED_002e,66624,Path of the Moon
DED_003,65584,Jerry Rig Carpenter
DED_004,65597,Blackwater Cutlass
DED_004e,71166,Blackwater Treasure
DED_005,65598,Parrrley
DED_006,65599,Mr. Smite
DED_006e2,70290,Charge
DED_007,65601,Defias Blastfisher
DED_008,65602,Monstrous Parrot
DED_009,65603,Doggie Biscuit
DED_009e,66653,Good Doggie!
DED_500,65579,Wealth Redistributor
DED_500e,71178,Redistributed
DED_501,65590,Sunwing Squawker
DED_502,65591,Righteous Defense
DED_502e,65592,Justified
DED_502e2,65595,Light's Favored
DED_503,65604,Shadowblade Slinger
DED_504,65605,Wicked Shipment
DED_505,65606,Hullbreaker
DED_506,65608,Need for Greed
DED_507,65609,Crow's Nest Lookout
DED_508,65610,Proving Grounds
DED_509,65619,Brilliant Macaw
DED_510,65645,"Edwin, Defias Kingpin"
DED_510e,66684,Defias Supplies
DED_510e2,66685,King of the Brotherhood
DED_511,65655,Suckerhook
DED_512,65676,Amulet of Undying
DED_513,65677,Defias Leper
DED_514,65678,Copycat
DED_514e,66341,Copycat
DED_515,65682,Grey Sage Parrot
DED_516,65683,Deepwater Evoker
DED_517,65684,Arcane Overflow
DED_517t,69499,Arcane Remnant
DED_518,65691,Man the Cannons
DED_519,65692,Defias Cannoneer
DED_521,65699,Maddest Bomber
DED_522,65700,Cookie the Cook
DED_522t,66679,Cookie's Stirring Rod
DED_523,65702,Golakka Glutton
DED_523e,65703,Stuffed Belly
DED_524,65704,Multicaster
DED_525,65705,"Goliath, Sneed's Masterpiece"
DED_527,64197,Blacksmithing Hammer
DED_527e,80585,Blacksmithing
DEEP_000,102149,Summoning Ward
DEEP_001,102151,Mismatched Fossils
DEEP_001e,104522,"A ""New"" Species!"
DEEP_002,102152,Elemental Companion
DEEP_002t,102153,Hiffar
DEEP_002t2,102154,Luekk
DEEP_002t3,102155,Me'sho
DEEP_002te,102156,Haffir
DEEP_003,102158,Shimmer Shot
DEEP_004,102160,Mantle Shaper
DEEP_005,102161,Obsidian Revenant
DEEP_006,102162,Stone Drake
DEEP_007,102163,"Sir Finley, the Intrepid"
DEEP_008,102172,Needlerock Totem
DEEP_009,102173,Digging Straight Down
DEEP_010,102175,Aftershocks
DEEP_011,102249,Burning Heart
DEEP_011e,105125,Heart of Fire
DEEP_012,102250,Shadestone Skulker
DEEP_012e,102251,"""Borrowed"""
DEEP_013,102252,Fel Fissure
DEEP_013t,105103,Fel Fissure
DEEP_014,102254,Quick Pick
DEEP_015,104524,Prosthetic Hand
DEEP_015e,104525,Prosthetic Hand
DEEP_016,104523,Quartzite Crusher
DEEP_017,102418,Mining Casualties
DEEP_017e,102420,Unfortunate Fate
DEEP_018,104526,Shroomscavate
DEEP_019,104530,Crimson Expanse
DEEP_019e,104991,Crimson Containment
DEEP_020,104528,Deepminer Brann
DEEP_020e,104529,Deepmining
DEEP_021,104537,Shadow Word: Steal
DEEP_022,102421,Fool's Gold
DEEP_023,102422,Hidden Gem
DEEP_024,102424,Glowstone Gyreworm
DEEP_024t,102425,Glowstone Gyreworm
DEEP_025,102423,Shattered Reflections
DEEP_026,102426,Pendant of Earth
DEEP_027,102427,Gloomstone Guardian
DEEP_027a,102428,Splintered Form
DEEP_027b,102430,Mana Disintegration
DEEP_027t,102431,Gloomstone Guardian
DEEP_028,102432,Crystal Cluster
DEEP_028t,102433,Crystal Crusher
DEEP_029,102434,Trogg Gemtosser
DEEP_030,102435,Elementium Geode
DEEP_031,102443,Chaos Creation
DEEP_032,102724,Soulfreeze
DEEP_033,102728,Fossilized Kaleidosaur
DEEP_034,102732,Shale Spider
DEEP_035,102733,Iridescent Gyreworm
DEEP_036,104573,Therazane
DEEP_036e,104574,Earthmother's Boon
DEEP_037,102741,Maruut Stonebinder
DEEP_999t1,104576,Heartblossom
DEEP_999t1e,104577,Heartblossom
DEEP_999t2,104578,Deepholm Geode
DEEP_999t3,104579,World Pillar Fragment
DEEP_999t4,104581,The Azerite Dragon
DEEP_999t4e,104582,Azerite Sheen
DEEP_999t5,104584,The Azerite Murloc
DEEP_999t5e,109427,Azerite Shimmer
DFX_001,56407,Fast Spawn to Deck Dummy FX
DFX_002,56410,Time Warp Dummy FX
DFX_003,56430,Frost Nova Dummy FX
DFX_004,56431,Holy Healing Dummy FX
DFX_005,56432,Flamestrike Dummy FX
DH_Lunar_TBBucket_1,70142,Devastation
DH_Lunar_TBBucket_2,70145,Outcast
DH_Lunar_TBBucket_3,70180,Sacrifice
DH_Lunar_TBBucket_4,70182,Souls
DH_Lunar_TBBucket_5,70183,Strike
DH_Prologue_CS2_057,62056,Shadow Bolt
DH_Prologue_EX1_277,62055,Arcane Missiles
DMF_002,60443,"N'Zoth, God of the Deep"
DMF_004,60445,"Yogg-Saron, Master of Fate"
DMF_004t1,62081,Mysterybox
DMF_004t1e,62082,Prizes!
DMF_004t2,62083,Hand of Fate
DMF_004t3,62085,Curse of Flesh
DMF_004t4,62086,Mindflayer Goggles
DMF_004t5,62087,Devouring Hunger
DMF_004t5e,63035,Consume
DMF_004t6,62088,Rod of Roasting
DMF_044,60916,Rock Rager
DMF_053,61434,Blood of G'huun
DMF_053e,62043,Blood of G'huun
DMF_054,61435,Insight
DMF_054e,66622,Insightful
DMF_054t,62151,Insight
DMF_055,61436,Idol of Y'Shaarj
DMF_055e,62044,Idolized
DMF_056,61437,G'huun the Blood God
DMF_056e,61440,Blood of Gods
DMF_057,61449,Lunar Eclipse
DMF_057e,61456,Lunar Empowerment
DMF_057o,61457,Lunar Empowerment
DMF_058,61450,Solar Eclipse
DMF_058e,61458,Solar Empowerment
DMF_058o,61459,Solar Empowerment
DMF_059,61460,Fizzy Elemental
DMF_060,61461,Umbral Owl
DMF_061,61462,Faire Arborist
DMF_061a,61463,Prune the Fruit
DMF_061b,61464,Dig It Up
DMF_061t,61466,Faire Arborist
DMF_061t2,61465,Treant
DMF_062,61580,Gyreworm
DMF_064,61581,Carousel Gryphon
DMF_064t,62076,Carousel Gryphon
DMF_065,61616,Banana Vendor
DMF_065e,61618,Bananas
DMF_065t,61617,Bananas
DMF_066,61620,Knife Vendor
DMF_067,61622,Prize Vendor
DMF_068,61625,Optimistic Ogre
DMF_069,61626,Claw Machine
DMF_069e,62045,AHHHHH!
DMF_070,61629,Darkmoon Rabbit
DMF_071,61635,Tenwu of the Red Smoke
DMF_071e,61634,Fired Up
DMF_073,61639,Darkmoon Dirigible
DMF_073t,61638,Darkmoon Dirigible
DMF_074,61640,Silas Darkmoon
DMF_074a,63280,This Way
DMF_074b,63281,That Way
DMF_075,61649,Guess the Weight
DMF_075a,61650,More!
DMF_075a2,61651,Less!
DMF_078,61670,Strongman
DMF_078e,67053,Corruption
DMF_078t,61671,Strongman
DMF_079,61672,Inconspicuous Rider
DMF_080,61674,Fleethoof Pearltusk
DMF_080t,61675,Fleethoof Pearltusk
DMF_081,61676,K'thir Ritualist
DMF_082,61677,Darkmoon Statue
DMF_082e,63484,Imposing Statue
DMF_082t,61678,Darkmoon Statue
DMF_083,61679,Dancing Cobra
DMF_083t,61688,Dancing Cobra
DMF_084,61690,Jewel of N'Zoth
DMF_085,61699,Darkmoon Tonk
DMF_086,61700,Petting Zoo
DMF_086e,61701,Darkmoon Strider
DMF_087,61702,Trampling Rhino
DMF_088,61839,Rinling's Rifle
DMF_089,61842,Maxima Blastenheimer
DMF_090,61846,Don't Feed the Animals
DMF_090e,61938,Well Fed
DMF_090e2,64463,Well Fed
DMF_090t,61848,Don't Feed the Animals
DMF_091,61898,Wriggling Horror
DMF_091e2,62046,Wriggling Around
DMF_100,61176,Confection Cyclone
DMF_100t,61583,Sugar Elemental
DMF_101,61177,Firework Elemental
DMF_101t,61290,Firework Elemental
DMF_102,61178,Game Master
DMF_102e,66834,Special Discount
DMF_103,61179,Mask of C'Thun
DMF_104,61180,Grand Finale
DMF_104t,61695,Exploding Sparkler
DMF_105,61291,Ring Toss
DMF_105t,61292,Ring Toss
DMF_106,61584,Occult Conjurer
DMF_107,61585,Rigged Faire Game
DMF_108,61587,Deck of Lunacy
DMF_108e,61588,Sanity Renounced
DMF_109,61589,"Sayge, Seer of Darkmoon"
DMF_110,61202,Fire Breather
DMF_111,61203,Man'ari Mosher
DMF_111e,61881,Dark Power
DMF_113,61205,Free Admission
DMF_113e,61209,Skipped Line
DMF_114,61206,Midway Maniac
DMF_115,61207,Revenant Rascal
DMF_116,61208,The Nameless One
DMF_116e,63585,Nameless
DMF_117,61254,Cascading Disaster
DMF_117t,61666,Cascading Disaster
DMF_117t2,61667,Cascading Disaster
DMF_118,61646,Tickatus
DMF_118t,62039,Tickatus
DMF_119,61648,Wicked Whispers
DMF_119e,61883,Nightfall
DMF_120,61642,Nazmani Bloodweaver
DMF_120e2,63483,Bloodweaving
DMF_121,61643,Fortune Teller
DMF_121e2,62100,Spelltacular!
DMF_122,61682,Mystery Winner
DMF_123,61683,Open the Cages
DMF_124,61685,Horrendous Growth
DMF_124t,62074,Horrendous Growth
DMF_125,62049,Safety Inspector
DMF_163,60926,Carnival Clown
DMF_163t,61624,Carnival Clown
DMF_174,60979,Circus Medic
DMF_174t,61623,Circus Medic
DMF_184,61268,Fairground Fool
DMF_184t,61277,Fairground Fool
DMF_186,61283,Auspicious Spirits
DMF_186a,61668,Auspicious Spirits
DMF_187,61282,Palm Reading
DMF_187e,62042,Palm Reading
DMF_188,61308,"Y'Shaarj, the Defiler"
DMF_188e,61579,True Corruption
DMF_188e2,62047,Corruption of Y'Shaarj
DMF_188t,61296,Corruption
DMF_189,61297,Costumed Entertainer
DMF_189e,62110,Definitely Entertained
DMF_190,61298,Fantastic Firebird
DMF_191,61299,Showstopper
DMF_194,61305,Redscale Dragontamer
DMF_195,61306,Snack Run
DMF_202,60892,Derailed Coaster
DMF_217,61123,Line Hopper
DMF_217e,61138,Marked for Passing
DMF_219,61125,Relentless Pursuit
DMF_219e,62073,Out for Blood
DMF_221,61127,Felscream Blast
DMF_222,61128,Redeemed Pariah
DMF_222e,61142,Pariah's Resolve
DMF_223,61129,Renowned Performer
DMF_223t,61150,Performer's Assistant
DMF_224,61130,Expendable Performers
DMF_224e,61145,Expendable
DMF_225,61131,Throw Glaive
DMF_226,61132,Bladed Lady
DMF_227,61133,Dreadlord's Bite
DMF_229,61135,Stiltstepper
DMF_229e,61148,Stilts
DMF_229e2,63540,Stepping
DMF_230,61136,Il'gynoth
DMF_230e,63947,Corruption
DMF_231,61137,"Zai, the Incredible"
DMF_235,61186,Balloon Merchant
DMF_235e,61194,Floaty
DMF_236,61187,Oh My Yogg!
DMF_236t,67182,Oh My Yogg!
DMF_237,61188,Carnival Barker
DMF_237e,61704,At the Faire
DMF_238,61189,Hammer of the Naaru
DMF_238t,62190,Holy Elemental
DMF_240,61191,Lothraxion the Redeemed
DMF_240e,61200,Lothraxion's Power
DMF_241,61192,High Exarch Yrel
DMF_244,61218,Day at the Faire
DMF_244t,61219,Day at the Faire
DMF_247,61269,Insatiable Felhound
DMF_247e,67051,Corruption
DMF_247t,61270,Insatiable Felhound
DMF_248,61271,Felsteel Executioner
DMF_248e,64003,Wicked Transformation
DMF_248t,61272,Felsteel Executioner
DMF_249,61273,Acrobatics
DMF_249e,63537,Acrobatics
DMF_254,61503,"C'Thun, the Shattered"
DMF_254t3,61873,Eye of C'Thun
DMF_254t4,61874,Heart of C'Thun
DMF_254t5,61875,Body of C'Thun
DMF_254t5t,61879,C'Thun's Body
DMF_254t7,61877,Maw of C'Thun
DMF_511,61151,Foxy Fraud
DMF_511e,61152,Enabling
DMF_511e2,61153,Cheaper Combos
DMF_512,61154,Cloak of Shadows
DMF_512e,61155,Sneaky
DMF_513,61156,Shadow Clone
DMF_514,61157,Ticket Master
DMF_514t,61591,Tickets
DMF_514t2,61592,Plush Bear
DMF_515,61159,Swindle
DMF_516,61162,Grand Empress Shek'zara
DMF_517,61168,Sweet Tooth
DMF_517a,61630,Sweet Tooth
DMF_518,61169,Malevolent Strike
DMF_519,61171,Prize Plunderer
DMF_520,61235,Parade Leader
DMF_520e,61236,Leading Strong
DMF_521,61237,Sword Eater
DMF_521t,62240,Jawbreaker
DMF_522,61238,Minefield
DMF_523,61242,Bumper Car
DMF_523t,61243,Darkmoon Rider
DMF_524,61246,Ringmaster's Baton
DMF_524e,61247,Big-Top Special
DMF_525,61248,Ringmaster Whatley
DMF_526,61249,Stage Dive
DMF_526a,61427,Stage Dive
DMF_526e,61250,Bweeeoooow!
DMF_528,61252,Tent Trasher
DMF_529,61262,"E.T.C., God of Metal"
DMF_530,61263,Feat of Strength
DMF_530e,63566,So Strong!
DMF_531,61426,Stage Hand
DMF_531e,63160,Ready to Perform
DMF_532,61428,Circus Amalgam
DMF_533,61884,Ring Matron
DMF_533t,63273,Fiery Imp
DMF_534,61885,Deck of Chaos
DMF_534e,66865,Deck of Chaos
DMF_534e2,66867,Cost of Chaos
DMF_700,61222,Revolve
DMF_701,61223,Dunk Tank
DMF_701t,61655,Dunk Tank
DMF_702,61224,Stormstrike
DMF_702e,61232,Stormstrike
DMF_703,61225,Pit Master
DMF_703t,63268,Pit Master
DMF_703t2,63269,Duelist
DMF_704,61226,Cagematch Custodian
DMF_705,61227,Whack-A-Gnoll Hammer
DMF_705e,63225,Winner!
DMF_706,61228,Deathmatch Pavilion
DMF_706t,63226,Pavilion Duelist
DMF_707,61229,Magicfin
DMF_708,61230,Inara Stormcrash
DMF_708e,61662,Storm Crashing
DMF_709,61663,Grand Totem Eys'or
DMF_709e,61664,Strength of Eys'or
DMF_730,61602,Moontouched Amulet
DMF_730e,61607,Moontouched Amulet
DMF_730t,61608,Moontouched Amulet
DMF_732,61604,Cenarion Ward
DMF_733,61605,"Kiri, Chosen of Elune"
DMF_734,61606,Greybough
DMF_734e,67283,Greybud
DMF_COIN1,64827,The Coin
DMF_COIN2,64828,The Coin
DREAM_01,340,Laughing Sister
DREAM_02,301,Ysera Awakens
DREAM_03,489,Emerald Drake
DREAM_04,808,Dream
DREAM_05,217,Nightmare
DREAM_05e,208,Nightmare
DRGA_001,59922,The Amazing Reno
DRGA_001e,59923,Reno's Intuition
DRGA_001t,60032,Imprisoned Reno
DRGA_002,60139,Commander Elise
DRGA_003,60140,Sir Finley the Valiant
DRGA_004,60141,Dragonrider Brann
DRGA_005,60778,"Galakrond, Progenitor of Dragons"
DRGA_011,60822,Wondrous Wisdomball
DRGA_011e,60823,Wondrous Wisdomball Player Enchantment
DRGA_011e2,60825,Wondrous Wisdomball Ice Block
DRGA_011e3,60826,Wondrous Wisdomball Extra Spellcast
DRGA_011t,61045,Wondrous Wisdomball
DRGA_011ts,60827,Wondrous Wisdomball Copy Cards Tokenspell
DRGA_011ts2,60828,Wondrous Wisdomball Empty Hand Tokenspell
DRGA_011ts3,60829,Wondrous Wisdomball Free Minions Tokenspell
DRGA_011ts4,60830,Wondrous Wisdomball Random Legendary Tokenspell
DRGA_011ts5,60831,Wondrous Wisdomball Summon Taunts Tokenspell
DRGA_01q,60499,Draconic Potential
DRGA_06,60801,The Gauntlet of Origination
DRGA_06e,60802,Impervious
DRGA_099t3,60548,Domination
DRGA_099t4,60547,Annihilation
DRGA_24w,60809,Galakrond's Claw
DRGA_BOSS_01e,58457,Snapped
DRGA_BOSS_01h,58250,The Amazing Reno
DRGA_BOSS_01h2,59794,Renogos
DRGA_BOSS_01h3,60351,The Amazing Reno
DRGA_BOSS_01h4,60352,The Amazing Reno
DRGA_BOSS_01p,58251,Gatling Magic
DRGA_BOSS_01p2,59793,Flap-plosion
DRGA_BOSS_01p3,61035,Gatling Magic
DRGA_BOSS_01p_H,61333,Gatling Magic
DRGA_BOSS_01t,58252,In a Snap
DRGA_BOSS_02h,58253,Commander Elise
DRGA_BOSS_02h2,60349,Commander Elise
DRGA_BOSS_02p,58254,Plan Ahead
DRGA_BOSS_02t,58255,The Perfect Idea
DRGA_BOSS_02t3,58647,Stand Against E.V.I.L.
DRGA_BOSS_02tt,58364,The Perfect Card
DRGA_BOSS_03e,58649,How relaxing...
DRGA_BOSS_03h,58256,Sir Finley
DRGA_BOSS_03h2,60350,Sir Finley
DRGA_BOSS_03h2_H,61368,Sir Finley
DRGA_BOSS_03p,58257,Lead the Charge
DRGA_BOSS_03p_H,60803,Lead the Charge
DRGA_BOSS_03pe,61258,Valiantly Charging
DRGA_BOSS_03t,58258,Bubblehearth
DRGA_BOSS_03t2,58259,From the Depths
DRGA_BOSS_03t3,58648,Relaxin' Murloc
DRGA_BOSS_03te,59586,Bubblehearthing
DRGA_BOSS_04h,58260,Brann Bronzebeard
DRGA_BOSS_04h2,60355,Dragonrider Brann
DRGA_BOSS_04p,58261,Trusty Whip
DRGA_BOSS_04t,58262,Dragonbreath
DRGA_BOSS_05h,58263,Dr. Boom
DRGA_BOSS_05h2,60342,Dr. Boom
DRGA_BOSS_05p,58264,SUMMON THE BOTS!
DRGA_BOSS_05p_H,60816,SUMMON THE BOTS!
DRGA_BOSS_05t,58265,Piloted Whirl-O-Tron
DRGA_BOSS_05t2,58266,Boom Barrage
DRGA_BOSS_05t3,58650,Lighterbot
DRGA_BOSS_05t4,58651,F.U.S.E.
DRGA_BOSS_05t5,58652,Recyclebot
DRGA_BOSS_06h,58267,Hagatha the Vengeful
DRGA_BOSS_06h2,60345,Hagatha the Vengeful
DRGA_BOSS_06p,58268,Swampqueen's Touch
DRGA_BOSS_06p_H,60819,Swampqueen's Touch
DRGA_BOSS_06t,58269,Wail of the Shudderwock
DRGA_BOSS_06t2,58659,Wormhole
DRGA_BOSS_06t3,58660,Whole Worm
DRGA_BOSS_07h,58270,"Rafaam, Prime Evil"
DRGA_BOSS_07h2,60506,"Rafaam, Prime Evil"
DRGA_BOSS_07h3,60509,"Rafaam, Prime Evil"
DRGA_BOSS_07p,58271,Gauntlet of Origination
DRGA_BOSS_07p2,60507,Summon Galakrond
DRGA_BOSS_07p3,60565,Summon Galakrond
DRGA_BOSS_07p4,60914,Gauntlet of Origination
DRGA_BOSS_07t,58272,Master Plan
DRGA_BOSS_08h,58273,Waxrider Togwaggle
DRGA_BOSS_08h2,60348,Waxrider Togwaggle
DRGA_BOSS_08p,58274,Maximum Waximum
DRGA_BOSS_08p_H,60821,Maximum Waximum
DRGA_BOSS_08t,58275,Wax Lance
DRGA_BOSS_08t2,58276,Living Candle
DRGA_BOSS_08t2e,58388,Living Candle Wax
DRGA_BOSS_09h,58277,Puppetmaster Lazul
DRGA_BOSS_09h2,60344,Puppetmaster Lazul
DRGA_BOSS_09p,58278,Fortune
DRGA_BOSS_09p_H,61327,Fortune
DRGA_BOSS_09t,58279,Puppeteer
DRGA_BOSS_09t2,59799,Old God Experiments
DRGA_BOSS_09t2e,59800,Old God Experiments
DRGA_BOSS_09te,58398,Strings on Me
DRGA_BOSS_10h,58280,Avalanchan
DRGA_BOSS_10p,58281,Sculpted Ice
DRGA_BOSS_10p_H,60817,Sculpted Ice
DRGA_BOSS_11e,59821,Shining Gold
DRGA_BOSS_11h,58282,George the Fallen
DRGA_BOSS_11h2,59931,George and Karl
DRGA_BOSS_11p,58283,Golden Blade
DRGA_BOSS_11p_H,60813,Golden Blade
DRGA_BOSS_11pe,59942,Health Watcher
DRGA_BOSS_11t,58284,High Five!
DRGA_BOSS_11te,59965,Up High
DRGA_BOSS_12h,58285,Karl the Savior
DRGA_BOSS_12h2,59932,Karl and George
DRGA_BOSS_12p,58286,Golden Aegis
DRGA_BOSS_12p_H,61334,Golden Aegis
DRGA_BOSS_12pe,58403,Golden Aegis Player Enchantment
DRGA_BOSS_12t,59967,High Five!
DRGA_BOSS_12te,59966,Down Low
DRGA_BOSS_13h,58287,Kriziki the Winged
DRGA_BOSS_13h2,60343,Kriziki the Winged
DRGA_BOSS_13p,58288,Wings of Rebirth
DRGA_BOSS_13p_H,60818,Wings of Rebirth
DRGA_BOSS_13pe,61413,Wings of Rebirth
DRGA_BOSS_13t,58289,Diamond Winds
DRGA_BOSS_13te,58416,Second Wind
DRGA_BOSS_14h,58290,Skybreaker Eudora
DRGA_BOSS_14p,58291,Guts and Glory
DRGA_BOSS_15h,58292,Sky Gen'ral Kragg
DRGA_BOSS_15p,58293,Hooked
DRGA_BOSS_15t,58294,Sharkbait
DRGA_BOSS_15t2,58295,Bombs Away!
DRGA_BOSS_16h,58296,Rakanishu
DRGA_BOSS_16h2,58298,"Rakanishu, Rekindled"
DRGA_BOSS_16p,58297,Burn...
DRGA_BOSS_16p2,58299,BURN!!!
DRGA_BOSS_17h,58300,Alexstrasza
DRGA_BOSS_17p,58301,Breath of Life
DRGA_BOSS_17pe,61084,Breath of Life
DRGA_BOSS_18h,58302,High Cultist Dawnshatter
DRGA_BOSS_18p,58303,Dragonbone Ritual
DRGA_BOSS_18p_H,61330,Dragonbone Ritual
DRGA_BOSS_18pe,61234,Dragon Graveyard
DRGA_BOSS_18t,58304,Pile of Bones
DRGA_BOSS_19h,58305,Rotwing
DRGA_BOSS_19p,58306,Rot Aura
DRGA_BOSS_19p_H,61331,Rot Aura
DRGA_BOSS_20h,58307,Nithogg
DRGA_BOSS_20p,58308,Stormrage
DRGA_BOSS_20p_H,60806,Stormrage
DRGA_BOSS_20t,58309,Dragonstorm
DRGA_BOSS_21h,58310,Go'rath
DRGA_BOSS_21p,58311,From Below
DRGA_BOSS_21t,58312,Eye of Go'rath
DRGA_BOSS_21t2,58313,Claw of Go'rath
DRGA_BOSS_22e,58664,Might of the Gronns
DRGA_BOSS_22h,58314,Dragonslayer Skruk
DRGA_BOSS_22p,58315,Gronnic Strength
DRGA_BOSS_22p_H,61332,Gronnic Strength
DRGA_BOSS_22t,58316,Dragonslayer's Greatbow
DRGA_BOSS_22t2,58317,Heartseeker
DRGA_BOSS_22t3,60774,Heartseeker
DRGA_BOSS_22t4,60775,Dragonslayer's Greatbow
DRGA_BOSS_23e,58612,Dragonblood
DRGA_BOSS_23h,58318,Dragonrider Talritha
DRGA_BOSS_23h2,60354,Dragonrider Talritha
DRGA_BOSS_23p,58319,Dragonblood
DRGA_BOSS_23t,58320,Will of the Forsaken
DRGA_BOSS_23te,58431,Will of the Forsaken
DRGA_BOSS_24h,58321,Galakrond
DRGA_BOSS_24p,58322,Annihilation
DRGA_BOSS_24p_H,60814,Annihilation
DRGA_BOSS_25h,58323,Chenvaala
DRGA_BOSS_25p,58324,Snowstorm
DRGA_BOSS_25p_H,60804,Snowstorm
DRGA_BOSS_25pt,58433,Snow Elemental
DRGA_BOSS_25t,60148,Dragonslayer Skruk
DRGA_BOSS_26h,58325,Dragoncaster Askaara
DRGA_BOSS_26p,58326,Dragon Affinity
DRGA_BOSS_26p2,58327,Flame Affinity
DRGA_BOSS_26pe,58437,Affinity
DRGA_BOSS_27h,58328,United Sr. Explorers
DRGA_BOSS_27p,58329,Teamwork!
DRGA_BOSS_27p_H,60805,Teamwork!
DRGA_BOSS_27t,58330,Sr. Camel
DRGA_BOSS_28h,58331,Kronx Dragonhoof
